,index,firing_rate,condition,neuron_id
375,186,20.00145794193395,92.0,data_sdc_20190902_145404_fromSD_N1
376,187,17.047522978045933,92.0,data_sdc_20190902_145404_fromSD_N1
377,188,17.498479334317423,92.0,data_sdc_20190902_145404_fromSD_N1
378,0,0.0,60.0,data_sdc_20190902_145404_fromSD_N2
379,1,1.2423081994571499,60.0,data_sdc_20190902_145404_fromSD_N2
380,2,0.4064581737856648,60.0,data_sdc_20190902_145404_fromSD_N2
381,3,1.9839886611834736,60.0,data_sdc_20190902_145404_fromSD_N2
382,4,1.6626808115505982,60.0,data_sdc_20190902_145404_fromSD_N2
383,5,1.680184168483222,60.0,data_sdc_20190902_145404_fromSD_N2
384,6,3.8343994548096516,60.0,data_sdc_20190902_145404_fromSD_N2
385,7,4.324988999202336,60.0,data_sdc_20190902_145404_fromSD_N2
386,8,3.0217676749830376,60.0,data_sdc_20190902_145404_fromSD_N2
387,9,3.105094289377396,60.0,data_sdc_20190902_145404_fromSD_N2
388,10,7.516523115223916,60.0,data_sdc_20190902_145404_fromSD_N2
389,11,3.896760805798826,60.0,data_sdc_20190902_145404_fromSD_N2
390,12,1.1595200790036834e-05,60.0,data_sdc_20190902_145404_fromSD_N2
391,13,6.1379844789206235,60.0,data_sdc_20190902_145404_fromSD_N2
392,14,0.07156240927201346,60.0,data_sdc_20190902_145404_fromSD_N2
393,15,1.8477902019564107,60.0,data_sdc_20190902_145404_fromSD_N2
394,16,5.834283153274044,60.0,data_sdc_20190902_145404_fromSD_N2
395,17,5.027063435083091,60.0,data_sdc_20190902_145404_fromSD_N2
396,18,0.4996256639517316,68.0,data_sdc_20190902_145404_fromSD_N2
397,19,1.901303543075092,68.0,data_sdc_20190902_145404_fromSD_N2
398,20,5.291750030311583,68.0,data_sdc_20190902_145404_fromSD_N2
399,21,0.9477939730412227,68.0,data_sdc_20190902_145404_fromSD_N2
400,22,5.16129715797564,68.0,data_sdc_20190902_145404_fromSD_N2
401,23,3.035379690004466,68.0,data_sdc_20190902_145404_fromSD_N2
402,24,5.769434444030948,68.0,data_sdc_20190902_145404_fromSD_N2
403,25,1.1936501872683989,68.0,data_sdc_20190902_145404_fromSD_N2
404,26,5.710273281520419,68.0,data_sdc_20190902_145404_fromSD_N2
405,27,3.6155623454049457,68.0,data_sdc_20190902_145404_fromSD_N2
406,28,6.570365080375614,68.0,data_sdc_20190902_145404_fromSD_N2
407,29,3.3021517531943982,68.0,data_sdc_20190902_145404_fromSD_N2
408,30,8.438880613062512,68.0,data_sdc_20190902_145404_fromSD_N2
409,31,2.538007201493388,68.0,data_sdc_20190902_145404_fromSD_N2
410,32,2.2031558945931393,68.0,data_sdc_20190902_145404_fromSD_N2
411,33,1.0940766094543724,68.0,data_sdc_20190902_145404_fromSD_N2
412,34,3.832260229758877,68.0,data_sdc_20190902_145404_fromSD_N2
413,35,4.6640286300476985,68.0,data_sdc_20190902_145404_fromSD_N2
414,36,1.5746683047614591,68.0,data_sdc_20190902_145404_fromSD_N2
415,37,1.401314477851463,68.0,data_sdc_20190902_145404_fromSD_N2
416,38,6.287234109905118,68.0,data_sdc_20190902_145404_fromSD_N2
417,39,5.937445500272108,68.0,data_sdc_20190902_145404_fromSD_N2
418,40,9.319097467268353,68.0,data_sdc_20190902_145404_fromSD_N2
419,41,2.9271437913745366,68.0,data_sdc_20190902_145404_fromSD_N2
420,42,1.8554217370668415,68.0,data_sdc_20190902_145404_fromSD_N2
421,43,8.437278522630569,68.0,data_sdc_20190902_145404_fromSD_N2
422,44,0.0,68.0,data_sdc_20190902_145404_fromSD_N2
423,45,2.722987611211187,68.0,data_sdc_20190902_145404_fromSD_N2
424,46,2.116680858525695,68.0,data_sdc_20190902_145404_fromSD_N2
425,47,1.91745117766485,68.0,data_sdc_20190902_145404_fromSD_N2
426,48,3.5901069579086444,68.0,data_sdc_20190902_145404_fromSD_N2
427,49,0.5960571616011026,68.0,data_sdc_20190902_145404_fromSD_N2
428,50,2.5342092229906332,68.0,data_sdc_20190902_145404_fromSD_N2
429,51,2.8718688227384335,68.0,data_sdc_20190902_145404_fromSD_N2
430,52,0.5551223615429521,68.0,data_sdc_20190902_145404_fromSD_N2
431,53,4.326855680885719,68.0,data_sdc_20190902_145404_fromSD_N2
432,54,6.814187800727129,68.0,data_sdc_20190902_145404_fromSD_N2
433,55,0.0,68.0,data_sdc_20190902_145404_fromSD_N2
434,56,4.053110582531139,68.0,data_sdc_20190902_145404_fromSD_N2
435,57,3.1428478755471976,68.0,data_sdc_20190902_145404_fromSD_N2
436,58,2.8270897218563653,68.0,data_sdc_20190902_145404_fromSD_N2
437,59,2.509034432460694,68.0,data_sdc_20190902_145404_fromSD_N2
438,60,0.5990434795302184,68.0,data_sdc_20190902_145404_fromSD_N2
439,61,1.9573275731234825,68.0,data_sdc_20190902_145404_fromSD_N2
440,62,4.586579437189702,68.0,data_sdc_20190902_145404_fromSD_N2
441,63,2.417279638199289,68.0,data_sdc_20190902_145404_fromSD_N2
442,64,2.3423877144298517,68.0,data_sdc_20190902_145404_fromSD_N2
443,65,1.9988273814668933,68.0,data_sdc_20190902_145404_fromSD_N2
444,66,3.001195100785925,68.0,data_sdc_20190902_145404_fromSD_N2
445,67,4.701670959552687,68.0,data_sdc_20190902_145404_fromSD_N2
446,68,3.248406939940556,68.0,data_sdc_20190902_145404_fromSD_N2
447,69,4.658639445168023,68.0,data_sdc_20190902_145404_fromSD_N2
448,70,0.0006972353105148064,68.0,data_sdc_20190902_145404_fromSD_N2
449,71,2.7823405521181206,68.0,data_sdc_20190902_145404_fromSD_N2
450,72,3.207744140033503,68.0,data_sdc_20190902_145404_fromSD_N2
451,73,1.7847862805636927,68.0,data_sdc_20190902_145404_fromSD_N2
452,74,3.333061628476769,76.0,data_sdc_20190902_145404_fromSD_N2
453,75,2.2694873803218982,76.0,data_sdc_20190902_145404_fromSD_N2
454,76,3.138156229995388,76.0,data_sdc_20190902_145404_fromSD_N2
455,77,2.7014210618865304,76.0,data_sdc_20190902_145404_fromSD_N2
456,78,6.786093659475772,76.0,data_sdc_20190902_145404_fromSD_N2
457,79,3.3067721556357066,76.0,data_sdc_20190902_145404_fromSD_N2
458,80,1.982644710449859,76.0,data_sdc_20190902_145404_fromSD_N2
459,81,5.387834807846583,76.0,data_sdc_20190902_145404_fromSD_N2
460,82,5.499105184574562,76.0,data_sdc_20190902_145404_fromSD_N2
461,83,4.0148668935586125,76.0,data_sdc_20190902_145404_fromSD_N2
462,84,1.0214956071159933,76.0,data_sdc_20190902_145404_fromSD_N2
463,85,6.548231041170034,76.0,data_sdc_20190902_145404_fromSD_N2
464,86,2.728893006218751,76.0,data_sdc_20190902_145404_fromSD_N2
465,87,0.0,76.0,data_sdc_20190902_145404_fromSD_N2
466,88,3.8380692161324976,76.0,data_sdc_20190902_145404_fromSD_N2
467,89,6.3107625136831045,76.0,data_sdc_20190902_145404_fromSD_N2
468,90,0.5129790625287252,76.0,data_sdc_20190902_145404_fromSD_N2
469,91,6.169831083601156,76.0,data_sdc_20190902_145404_fromSD_N2
470,92,1.3642456879707106,76.0,data_sdc_20190902_145404_fromSD_N2
471,93,2.5674870218312282,76.0,data_sdc_20190902_145404_fromSD_N2
472,94,4.947401539869894,76.0,data_sdc_20190902_145404_fromSD_N2
473,95,5.304434726609771,76.0,data_sdc_20190902_145404_fromSD_N2
474,96,1.3056027357066822,76.0,data_sdc_20190902_145404_fromSD_N2
475,97,2.692244190291336,76.0,data_sdc_20190902_145404_fromSD_N2
476,98,3.9165650844648816,76.0,data_sdc_20190902_145404_fromSD_N2
477,99,4.981658857651926,76.0,data_sdc_20190902_145404_fromSD_N2
478,100,5.430802722615398,76.0,data_sdc_20190902_145404_fromSD_N2
479,101,4.241555966611639,76.0,data_sdc_20190902_145404_fromSD_N2
480,102,2.9579447176322775,76.0,data_sdc_20190902_145404_fromSD_N2
481,103,2.2255321779304293,76.0,data_sdc_20190902_145404_fromSD_N2
482,104,4.834069339477627,76.0,data_sdc_20190902_145404_fromSD_N2
483,105,3.724324602241326,76.0,data_sdc_20190902_145404_fromSD_N2
484,106,6.3444475264210345,76.0,data_sdc_20190902_145404_fromSD_N2
485,107,0.4979223874499699,76.0,data_sdc_20190902_145404_fromSD_N2
486,108,2.349083960595659,76.0,data_sdc_20190902_145404_fromSD_N2
487,109,6.960770421793805,76.0,data_sdc_20190902_145404_fromSD_N2
488,110,3.5879083102173945,76.0,data_sdc_20190902_145404_fromSD_N2
489,111,2.027521033903275,76.0,data_sdc_20190902_145404_fromSD_N2
490,112,0.46744017977584046,76.0,data_sdc_20190902_145404_fromSD_N2
491,113,2.4897012408691697,76.0,data_sdc_20190902_145404_fromSD_N2
492,114,1.8217888852672761,76.0,data_sdc_20190902_145404_fromSD_N2
493,115,7.557522609202706,76.0,data_sdc_20190902_145404_fromSD_N2
494,116,10.194449474250137,76.0,data_sdc_20190902_145404_fromSD_N2
495,117,7.925169788019784,76.0,data_sdc_20190902_145404_fromSD_N2
496,118,5.438384567750988,76.0,data_sdc_20190902_145404_fromSD_N2
497,119,6.466840789029262,76.0,data_sdc_20190902_145404_fromSD_N2
498,120,5.029439324878652,76.0,data_sdc_20190902_145404_fromSD_N2
499,121,5.994817799837883,76.0,data_sdc_20190902_145404_fromSD_N2
500,122,1.4793124357891294,76.0,data_sdc_20190902_145404_fromSD_N2
501,123,2.0023344278220137,76.0,data_sdc_20190902_145404_fromSD_N2
502,124,2.8819782244501546,76.0,data_sdc_20190902_145404_fromSD_N2
503,125,1.0806336753896555,76.0,data_sdc_20190902_145404_fromSD_N2
504,126,6.084891226522903,84.0,data_sdc_20190902_145404_fromSD_N2
505,127,1.549081582710503,84.0,data_sdc_20190902_145404_fromSD_N2
506,128,1.1204316683757878,84.0,data_sdc_20190902_145404_fromSD_N2
507,129,6.588219799452634,84.0,data_sdc_20190902_145404_fromSD_N2
508,130,4.48164811488879,84.0,data_sdc_20190902_145404_fromSD_N2
509,131,4.943129694087969,84.0,data_sdc_20190902_145404_fromSD_N2
510,132,1.521645120254117,84.0,data_sdc_20190902_145404_fromSD_N2
511,133,3.4976063373096395,84.0,data_sdc_20190902_145404_fromSD_N2
512,134,0.4902448527185734,84.0,data_sdc_20190902_145404_fromSD_N2
513,135,5.516330484412827,84.0,data_sdc_20190902_145404_fromSD_N2
514,136,1.1269197551627563,84.0,data_sdc_20190902_145404_fromSD_N2
515,137,5.413586647953072,84.0,data_sdc_20190902_145404_fromSD_N2
516,138,10.194690437475732,84.0,data_sdc_20190902_145404_fromSD_N2
517,139,2.300069762709658,84.0,data_sdc_20190902_145404_fromSD_N2
518,140,0.9406687499475371,84.0,data_sdc_20190902_145404_fromSD_N2
519,141,1.4581710304218507,84.0,data_sdc_20190902_145404_fromSD_N2
520,142,4.998582546239355,84.0,data_sdc_20190902_145404_fromSD_N2
521,143,0.5058053512438686,84.0,data_sdc_20190902_145404_fromSD_N2
522,144,0.8509784939629863,84.0,data_sdc_20190902_145404_fromSD_N2
523,145,0.13502387946449765,84.0,data_sdc_20190902_145404_fromSD_N2
524,146,3.5162419249957355,84.0,data_sdc_20190902_145404_fromSD_N2
525,147,0.6454251926543793,84.0,data_sdc_20190902_145404_fromSD_N2
526,148,7.345605322965023,84.0,data_sdc_20190902_145404_fromSD_N2
527,149,1.0004416757146823,84.0,data_sdc_20190902_145404_fromSD_N2
528,150,0.014674675929859101,84.0,data_sdc_20190902_145404_fromSD_N2
529,151,6.127387634733947,84.0,data_sdc_20190902_145404_fromSD_N2
530,152,8.393676740954486,84.0,data_sdc_20190902_145404_fromSD_N2
531,153,4.422749157615264,84.0,data_sdc_20190902_145404_fromSD_N2
532,154,7.405398693962674,84.0,data_sdc_20190902_145404_fromSD_N2
533,155,9.648145484612309,84.0,data_sdc_20190902_145404_fromSD_N2
534,156,11.72445617653007,84.0,data_sdc_20190902_145404_fromSD_N2
535,157,7.966771394048419,84.0,data_sdc_20190902_145404_fromSD_N2
536,158,2.002030810338107,84.0,data_sdc_20190902_145404_fromSD_N2
537,159,7.571503803423695,84.0,data_sdc_20190902_145404_fromSD_N2
538,160,6.6547273071609245,84.0,data_sdc_20190902_145404_fromSD_N2
539,161,3.7527314384535906,84.0,data_sdc_20190902_145404_fromSD_N2
540,162,4.490438052342661,84.0,data_sdc_20190902_145404_fromSD_N2
541,163,8.121342647184328,84.0,data_sdc_20190902_145404_fromSD_N2
542,164,2.429976369691749,84.0,data_sdc_20190902_145404_fromSD_N2
543,165,2.770029368297279,84.0,data_sdc_20190902_145404_fromSD_N2
544,166,1.6072296448749779,84.0,data_sdc_20190902_145404_fromSD_N2
545,167,7.2883913673425775,92.0,data_sdc_20190902_145404_fromSD_N2
546,168,7.091939899698951,92.0,data_sdc_20190902_145404_fromSD_N2
547,169,3.6582438154303927,92.0,data_sdc_20190902_145404_fromSD_N2
548,170,4.479385855073158,92.0,data_sdc_20190902_145404_fromSD_N2
549,171,7.365420577992524,92.0,data_sdc_20190902_145404_fromSD_N2
550,172,2.499860800890722,92.0,data_sdc_20190902_145404_fromSD_N2
551,173,2.507034505431662,92.0,data_sdc_20190902_145404_fromSD_N2
552,174,5.928984870175402,92.0,data_sdc_20190902_145404_fromSD_N2
553,175,6.274468488746015,92.0,data_sdc_20190902_145404_fromSD_N2
554,176,6.855588591670823,92.0,data_sdc_20190902_145404_fromSD_N2
555,177,7.293019399254139,92.0,data_sdc_20190902_145404_fromSD_N2
556,178,1.5,92.0,data_sdc_20190902_145404_fromSD_N2
557,179,5.063649366694217,92.0,data_sdc_20190902_145404_fromSD_N2
558,180,4.047582847041684,92.0,data_sdc_20190902_145404_fromSD_N2
559,181,3.4991848450526732,92.0,data_sdc_20190902_145404_fromSD_N2
560,182,1.4954354691061966,92.0,data_sdc_20190902_145404_fromSD_N2
561,183,7.493013964313215,92.0,data_sdc_20190902_145404_fromSD_N2
562,184,6.478904424908818,92.0,data_sdc_20190902_145404_fromSD_N2
563,185,4.45295783380269,92.0,data_sdc_20190902_145404_fromSD_N2
564,186,3.1307718333897077,92.0,data_sdc_20190902_145404_fromSD_N2
565,187,5.719114317951642,92.0,data_sdc_20190902_145404_fromSD_N2
566,188,5.979532201236043,92.0,data_sdc_20190902_145404_fromSD_N2
567,0,55.69044170540776,60.0,data_sdc_20190902_145404_fromSD_N3
568,1,47.01169250419868,60.0,data_sdc_20190902_145404_fromSD_N3
569,2,69.2567976645856,60.0,data_sdc_20190902_145404_fromSD_N3
570,3,51.648172571414186,60.0,data_sdc_20190902_145404_fromSD_N3
571,4,59.05814165906006,60.0,data_sdc_20190902_145404_fromSD_N3
572,5,57.39300902271899,60.0,data_sdc_20190902_145404_fromSD_N3
573,6,65.78574485066925,60.0,data_sdc_20190902_145404_fromSD_N3
574,7,50.035736346278746,60.0,data_sdc_20190902_145404_fromSD_N3
575,8,50.38722217409497,60.0,data_sdc_20190902_145404_fromSD_N3
576,9,44.93143839671871,60.0,data_sdc_20190902_145404_fromSD_N3
577,10,56.027853654423176,60.0,data_sdc_20190902_145404_fromSD_N3
578,11,61.01922031692514,60.0,data_sdc_20190902_145404_fromSD_N3
579,12,77.43844229369726,60.0,data_sdc_20190902_145404_fromSD_N3
580,13,46.97671219677533,60.0,data_sdc_20190902_145404_fromSD_N3
581,14,48.07096534167649,60.0,data_sdc_20190902_145404_fromSD_N3
582,15,62.66787130671015,60.0,data_sdc_20190902_145404_fromSD_N3
583,16,44.10299981190156,60.0,data_sdc_20190902_145404_fromSD_N3
584,17,57.45612852644515,60.0,data_sdc_20190902_145404_fromSD_N3
585,18,50.14957619361198,68.0,data_sdc_20190902_145404_fromSD_N3
586,19,40.35602704571492,68.0,data_sdc_20190902_145404_fromSD_N3
587,20,44.77137889508648,68.0,data_sdc_20190902_145404_fromSD_N3
588,21,42.48997512450174,68.0,data_sdc_20190902_145404_fromSD_N3
589,22,41.71622912010625,68.0,data_sdc_20190902_145404_fromSD_N3
590,23,39.21171931980109,68.0,data_sdc_20190902_145404_fromSD_N3
591,24,54.23338930889673,68.0,data_sdc_20190902_145404_fromSD_N3
592,25,32.80159555930785,68.0,data_sdc_20190902_145404_fromSD_N3
593,26,54.801650027167064,68.0,data_sdc_20190902_145404_fromSD_N3
594,27,52.25947390390399,68.0,data_sdc_20190902_145404_fromSD_N3
595,28,63.097553550273894,68.0,data_sdc_20190902_145404_fromSD_N3
596,29,55.350513966365135,68.0,data_sdc_20190902_145404_fromSD_N3
597,30,43.497141780448096,68.0,data_sdc_20190902_145404_fromSD_N3
598,31,42.293888010860755,68.0,data_sdc_20190902_145404_fromSD_N3
599,32,59.69584725186838,68.0,data_sdc_20190902_145404_fromSD_N3
600,33,82.15294371521549,68.0,data_sdc_20190902_145404_fromSD_N3
601,34,43.86186991343047,68.0,data_sdc_20190902_145404_fromSD_N3
602,35,64.41291262259784,68.0,data_sdc_20190902_145404_fromSD_N3
603,36,66.94416100629864,68.0,data_sdc_20190902_145404_fromSD_N3
604,37,57.27975531123789,68.0,data_sdc_20190902_145404_fromSD_N3
605,38,45.10665412188257,68.0,data_sdc_20190902_145404_fromSD_N3
606,39,43.800500068005334,68.0,data_sdc_20190902_145404_fromSD_N3
607,40,59.76236444235536,68.0,data_sdc_20190902_145404_fromSD_N3
608,41,55.39835576525611,68.0,data_sdc_20190902_145404_fromSD_N3
609,42,72.52249698046697,68.0,data_sdc_20190902_145404_fromSD_N3
610,43,47.25516734801937,68.0,data_sdc_20190902_145404_fromSD_N3
611,44,68.5333831658607,68.0,data_sdc_20190902_145404_fromSD_N3
612,45,48.30765522427247,68.0,data_sdc_20190902_145404_fromSD_N3
613,46,48.44326779568521,68.0,data_sdc_20190902_145404_fromSD_N3
614,47,53.18449830402444,68.0,data_sdc_20190902_145404_fromSD_N3
615,48,58.564397761083896,68.0,data_sdc_20190902_145404_fromSD_N3
616,49,53.667337821857565,68.0,data_sdc_20190902_145404_fromSD_N3
617,50,66.81707991392236,68.0,data_sdc_20190902_145404_fromSD_N3
618,51,64.86240116881605,68.0,data_sdc_20190902_145404_fromSD_N3
619,52,46.30953913117058,68.0,data_sdc_20190902_145404_fromSD_N3
620,53,53.094552959179524,68.0,data_sdc_20190902_145404_fromSD_N3
621,54,48.62514398024247,68.0,data_sdc_20190902_145404_fromSD_N3
622,55,56.79703426989349,68.0,data_sdc_20190902_145404_fromSD_N3
623,56,44.85493303676188,68.0,data_sdc_20190902_145404_fromSD_N3
624,57,36.17284566678524,68.0,data_sdc_20190902_145404_fromSD_N3
625,58,63.00545783284232,68.0,data_sdc_20190902_145404_fromSD_N3
626,59,53.48307556221712,68.0,data_sdc_20190902_145404_fromSD_N3
627,60,46.916058894673675,68.0,data_sdc_20190902_145404_fromSD_N3
628,61,42.521244971040595,68.0,data_sdc_20190902_145404_fromSD_N3
629,62,55.08922170386011,68.0,data_sdc_20190902_145404_fromSD_N3
630,63,73.02423852034103,68.0,data_sdc_20190902_145404_fromSD_N3
631,64,53.235366945630986,68.0,data_sdc_20190902_145404_fromSD_N3
632,65,66.61148661416013,68.0,data_sdc_20190902_145404_fromSD_N3
633,66,52.78800396041564,68.0,data_sdc_20190902_145404_fromSD_N3
634,67,49.361363164145544,68.0,data_sdc_20190902_145404_fromSD_N3
635,68,42.05022589140269,68.0,data_sdc_20190902_145404_fromSD_N3
636,69,51.150858656225815,68.0,data_sdc_20190902_145404_fromSD_N3
637,70,81.9133200444574,68.0,data_sdc_20190902_145404_fromSD_N3
638,71,44.11932313390619,68.0,data_sdc_20190902_145404_fromSD_N3
639,72,48.276442996033445,68.0,data_sdc_20190902_145404_fromSD_N3
640,73,29.64462560100335,68.0,data_sdc_20190902_145404_fromSD_N3
641,74,35.09291700968324,76.0,data_sdc_20190902_145404_fromSD_N3
642,75,52.35087444377103,76.0,data_sdc_20190902_145404_fromSD_N3
643,76,35.90542122166953,76.0,data_sdc_20190902_145404_fromSD_N3
644,77,47.20346780486252,76.0,data_sdc_20190902_145404_fromSD_N3
645,78,58.10335557260546,76.0,data_sdc_20190902_145404_fromSD_N3
646,79,49.08146561054584,76.0,data_sdc_20190902_145404_fromSD_N3
647,80,69.35884906369414,76.0,data_sdc_20190902_145404_fromSD_N3
648,81,52.730247446388326,76.0,data_sdc_20190902_145404_fromSD_N3
649,82,45.47756522711318,76.0,data_sdc_20190902_145404_fromSD_N3
650,83,42.80198215479396,76.0,data_sdc_20190902_145404_fromSD_N3
651,84,56.41226490091941,76.0,data_sdc_20190902_145404_fromSD_N3
652,85,48.33980194342643,76.0,data_sdc_20190902_145404_fromSD_N3
653,86,49.10816540703061,76.0,data_sdc_20190902_145404_fromSD_N3
654,87,73.05083310606659,76.0,data_sdc_20190902_145404_fromSD_N3
655,88,50.12941268733593,76.0,data_sdc_20190902_145404_fromSD_N3
656,89,57.45321631133127,76.0,data_sdc_20190902_145404_fromSD_N3
657,90,63.27745722956557,76.0,data_sdc_20190902_145404_fromSD_N3
658,91,53.35328550580484,76.0,data_sdc_20190902_145404_fromSD_N3
659,92,41.05088931299742,76.0,data_sdc_20190902_145404_fromSD_N3
660,93,48.31571711484366,76.0,data_sdc_20190902_145404_fromSD_N3
661,94,59.00422355463066,76.0,data_sdc_20190902_145404_fromSD_N3
662,95,38.387711832546714,76.0,data_sdc_20190902_145404_fromSD_N3
663,96,55.73172041211709,76.0,data_sdc_20190902_145404_fromSD_N3
664,97,39.65182144272136,76.0,data_sdc_20190902_145404_fromSD_N3
665,98,43.122701687907536,76.0,data_sdc_20190902_145404_fromSD_N3
666,99,37.24140190136875,76.0,data_sdc_20190902_145404_fromSD_N3
667,100,43.68749742646806,76.0,data_sdc_20190902_145404_fromSD_N3
668,101,48.92236645538162,76.0,data_sdc_20190902_145404_fromSD_N3
669,102,47.42988058819616,76.0,data_sdc_20190902_145404_fromSD_N3
670,103,66.0051113137732,76.0,data_sdc_20190902_145404_fromSD_N3
671,104,52.56374626279397,76.0,data_sdc_20190902_145404_fromSD_N3
672,105,59.98437908540101,76.0,data_sdc_20190902_145404_fromSD_N3
673,106,57.75187582481011,76.0,data_sdc_20190902_145404_fromSD_N3
674,107,55.82243707180322,76.0,data_sdc_20190902_145404_fromSD_N3
675,108,72.65260668742823,76.0,data_sdc_20190902_145404_fromSD_N3
676,109,39.489858907622185,76.0,data_sdc_20190902_145404_fromSD_N3
677,110,41.206832565604536,76.0,data_sdc_20190902_145404_fromSD_N3
678,111,31.545569255650843,76.0,data_sdc_20190902_145404_fromSD_N3
679,112,52.04225355987677,76.0,data_sdc_20190902_145404_fromSD_N3
680,113,59.30387380949407,76.0,data_sdc_20190902_145404_fromSD_N3
681,114,55.67355089533957,76.0,data_sdc_20190902_145404_fromSD_N3
682,115,49.54489812126002,76.0,data_sdc_20190902_145404_fromSD_N3
683,116,58.01090755519425,76.0,data_sdc_20190902_145404_fromSD_N3
684,117,56.54001763270709,76.0,data_sdc_20190902_145404_fromSD_N3
685,118,53.61881319426296,76.0,data_sdc_20190902_145404_fromSD_N3
686,119,50.76614730305033,76.0,data_sdc_20190902_145404_fromSD_N3
687,120,56.168894210230526,76.0,data_sdc_20190902_145404_fromSD_N3
688,121,42.35522566179902,76.0,data_sdc_20190902_145404_fromSD_N3
689,122,40.15851080895908,76.0,data_sdc_20190902_145404_fromSD_N3
690,123,70.1091419566833,76.0,data_sdc_20190902_145404_fromSD_N3
691,124,30.256762103961663,76.0,data_sdc_20190902_145404_fromSD_N3
692,125,57.75759436896257,76.0,data_sdc_20190902_145404_fromSD_N3
693,126,44.528642877542396,84.0,data_sdc_20190902_145404_fromSD_N3
694,127,41.99894070729494,84.0,data_sdc_20190902_145404_fromSD_N3
695,128,63.647892878765184,84.0,data_sdc_20190902_145404_fromSD_N3
696,129,39.79927543875075,84.0,data_sdc_20190902_145404_fromSD_N3
697,130,40.84096063477127,84.0,data_sdc_20190902_145404_fromSD_N3
698,131,44.135952081115725,84.0,data_sdc_20190902_145404_fromSD_N3
699,132,42.30341213644351,84.0,data_sdc_20190902_145404_fromSD_N3
700,133,55.17988917078833,84.0,data_sdc_20190902_145404_fromSD_N3
701,134,43.421475595247614,84.0,data_sdc_20190902_145404_fromSD_N3
702,135,42.08451321801092,84.0,data_sdc_20190902_145404_fromSD_N3
703,136,54.61525771304949,84.0,data_sdc_20190902_145404_fromSD_N3
704,137,42.46057921868311,84.0,data_sdc_20190902_145404_fromSD_N3
705,138,54.656827155494945,84.0,data_sdc_20190902_145404_fromSD_N3
706,139,53.7563269829778,84.0,data_sdc_20190902_145404_fromSD_N3
707,140,58.88514896831992,84.0,data_sdc_20190902_145404_fromSD_N3
708,141,47.58300345277509,84.0,data_sdc_20190902_145404_fromSD_N3
709,142,51.7616986066162,84.0,data_sdc_20190902_145404_fromSD_N3
710,143,56.413697247175925,84.0,data_sdc_20190902_145404_fromSD_N3
711,144,38.92510834459954,84.0,data_sdc_20190902_145404_fromSD_N3
712,145,57.17909534175733,84.0,data_sdc_20190902_145404_fromSD_N3
713,146,49.33133521892433,84.0,data_sdc_20190902_145404_fromSD_N3
714,147,49.524894347322416,84.0,data_sdc_20190902_145404_fromSD_N3
715,148,53.12146356423211,84.0,data_sdc_20190902_145404_fromSD_N3
716,149,53.22160873690777,84.0,data_sdc_20190902_145404_fromSD_N3
717,150,42.04213769517584,84.0,data_sdc_20190902_145404_fromSD_N3
718,151,67.02254788382733,84.0,data_sdc_20190902_145404_fromSD_N3
719,152,65.23529416284532,84.0,data_sdc_20190902_145404_fromSD_N3
720,153,48.361268946060534,84.0,data_sdc_20190902_145404_fromSD_N3
721,154,45.08986248192222,84.0,data_sdc_20190902_145404_fromSD_N3
722,155,57.640233314708276,84.0,data_sdc_20190902_145404_fromSD_N3
723,156,64.41604252964763,84.0,data_sdc_20190902_145404_fromSD_N3
724,157,59.401009518119174,84.0,data_sdc_20190902_145404_fromSD_N3
725,158,65.03272292834427,84.0,data_sdc_20190902_145404_fromSD_N3
726,159,44.01122912707916,84.0,data_sdc_20190902_145404_fromSD_N3
727,160,53.31625686777226,84.0,data_sdc_20190902_145404_fromSD_N3
728,161,65.41864360059547,84.0,data_sdc_20190902_145404_fromSD_N3
729,162,36.9500383721061,84.0,data_sdc_20190902_145404_fromSD_N3
730,163,46.17795692489329,84.0,data_sdc_20190902_145404_fromSD_N3
731,164,53.52469177337727,84.0,data_sdc_20190902_145404_fromSD_N3
732,165,49.666509481445516,84.0,data_sdc_20190902_145404_fromSD_N3
733,166,59.51235394143152,84.0,data_sdc_20190902_145404_fromSD_N3
734,167,40.006565863314535,92.0,data_sdc_20190902_145404_fromSD_N3
735,168,64.3091118940843,92.0,data_sdc_20190902_145404_fromSD_N3
736,169,32.31991656580258,92.0,data_sdc_20190902_145404_fromSD_N3
737,170,45.88211068735252,92.0,data_sdc_20190902_145404_fromSD_N3
738,171,31.8896598810689,92.0,data_sdc_20190902_145404_fromSD_N3
739,172,61.408086532650834,92.0,data_sdc_20190902_145404_fromSD_N3
740,173,74.60083071882978,92.0,data_sdc_20190902_145404_fromSD_N3
741,174,55.68656639182938,92.0,data_sdc_20190902_145404_fromSD_N3
742,175,36.9739376783365,92.0,data_sdc_20190902_145404_fromSD_N3
743,176,49.20559727209785,92.0,data_sdc_20190902_145404_fromSD_N3
744,177,36.78049947746676,92.0,data_sdc_20190902_145404_fromSD_N3
745,178,53.17425649718571,92.0,data_sdc_20190902_145404_fromSD_N3
746,179,47.20247241473139,92.0,data_sdc_20190902_145404_fromSD_N3
747,180,46.23670199477723,92.0,data_sdc_20190902_145404_fromSD_N3
748,181,37.28661961222382,92.0,data_sdc_20190902_145404_fromSD_N3
749,182,66.02445548081741,92.0,data_sdc_20190902_145404_fromSD_N3
750,183,54.24855674447793,92.0,data_sdc_20190902_145404_fromSD_N3
